fonte,categoria,campo,valor,severidade,mensagem
caminhao,dimensao,,1202x26,INFO,Dimensao observada
caminhao,dtype,ANO MÊS,period[M],INFO,Tipo estrutural observado
caminhao,dtype,EQUIPAMENTO,object,INFO,Tipo estrutural observado
caminhao,dtype,DF (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,DF (META),17,WARNING,Campo contem valores nulos
caminhao,coercao,DF (META),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,DF (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,DF (REAL),3,WARNING,Campo contem valores nulos
caminhao,coercao,DF (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,MTBF (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,MTBF (META),16,WARNING,Campo contem valores nulos
caminhao,coercao,MTBF (META),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,MTBF (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,MTBF (REAL),4,WARNING,Campo contem valores nulos
caminhao,coercao,MTBF (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,MTBS (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,MTBS (META),16,WARNING,Campo contem valores nulos
caminhao,coercao,MTBS (META),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,MTBS (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,MTBS (REAL),4,WARNING,Campo contem valores nulos
caminhao,coercao,MTBS (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,MTTR (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,MTTR (META),15,WARNING,Campo contem valores nulos
caminhao,coercao,MTTR (META),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,MTTR,Float64,INFO,Tipo estrutural observado
caminhao,nulos,MTTR,14,WARNING,Campo contem valores nulos
caminhao,coercao,MTTR,0,INFO,Coercao numerica; amostra: []
caminhao,dtype,NIC (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,NIC (META),16,WARNING,Campo contem valores nulos
caminhao,coercao,NIC (META),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,NIC (VMINA),Float64,INFO,Tipo estrutural observado
caminhao,nulos,NIC (VMINA),14,WARNING,Campo contem valores nulos
caminhao,coercao,NIC (VMINA),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,UF (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,UF (META),16,WARNING,Campo contem valores nulos
caminhao,coercao,UF (META),0,INFO,Coercao numerica; amostra: []
caminhao,impossiveis,UF (META),3,ERROR,Percentual acima de 100
caminhao,dtype,UF (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,UF (REAL),4,WARNING,Campo contem valores nulos
caminhao,coercao,UF (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,RO (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,RO (META),23,WARNING,Campo contem valores nulos
caminhao,coercao,RO (META),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,RO (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,RO (REAL),4,WARNING,Campo contem valores nulos
caminhao,coercao,RO (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,HO (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,HO (REAL),4,WARNING,Campo contem valores nulos
caminhao,coercao,HO (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,HT (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,HT (META),16,WARNING,Campo contem valores nulos
caminhao,coercao,HT (META),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,HT (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,HT (REAL),4,WARNING,Campo contem valores nulos
caminhao,coercao,HT (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,HM (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,HM (META),3,WARNING,Campo contem valores nulos
caminhao,coercao,HM (META),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,HM (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,HM (REAL),5,WARNING,Campo contem valores nulos
caminhao,coercao,HM (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,HMC (META),Float64,INFO,Tipo estrutural observado
caminhao,nulos,HMC (META),3,WARNING,Campo contem valores nulos
caminhao,coercao,HMC (META),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,HMC (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,HMC (REAL),14,WARNING,Campo contem valores nulos
caminhao,coercao,HMC (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,MPS (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,MPS (REAL),21,WARNING,Campo contem valores nulos
caminhao,coercao,MPS (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,MPNS (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,MPNS (REAL),16,WARNING,Campo contem valores nulos
caminhao,coercao,MPNS (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,dtype,HAC (REAL),Float64,INFO,Tipo estrutural observado
caminhao,nulos,HAC (REAL),1115,WARNING,Campo contem valores nulos
caminhao,coercao,HAC (REAL),0,INFO,Coercao numerica; amostra: []
caminhao,cardinalidade,MTBF (REAL),1198,INFO,Cardinalidade elevada
caminhao,cardinalidade,MTBS (REAL),1198,INFO,Cardinalidade elevada
caminhao,cardinalidade,MTTR,1187,INFO,Cardinalidade elevada
caminhao,cardinalidade,UF (REAL),1198,INFO,Cardinalidade elevada
caminhao,cardinalidade,RO (REAL),1198,INFO,Cardinalidade elevada
caminhao,cardinalidade,HO (REAL),1197,INFO,Cardinalidade elevada
caminhao,cardinalidade,HT (REAL),1198,INFO,Cardinalidade elevada
caminhao,cardinalidade,HM (REAL),1196,INFO,Cardinalidade elevada
caminhao,cardinalidade,HMC (REAL),1188,INFO,Cardinalidade elevada
caminhao,cardinalidade,MPS (REAL),1181,INFO,Cardinalidade elevada
caminhao,cardinalidade,MPNS (REAL),1180,INFO,Cardinalidade elevada
carga,dimensao,,241x26,INFO,Dimensao observada
carga,dtype,ANO MÊS,period[M],INFO,Tipo estrutural observado
carga,dtype,EQUIPAMENTO,object,INFO,Tipo estrutural observado
carga,dtype,DF (META),Float64,INFO,Tipo estrutural observado
carga,nulos,DF (META),4,WARNING,Campo contem valores nulos
carga,coercao,DF (META),0,INFO,Coercao numerica; amostra: []
carga,dtype,DF (REAL),Float64,INFO,Tipo estrutural observado
carga,coercao,DF (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,MTBF (META),Float64,INFO,Tipo estrutural observado
carga,nulos,MTBF (META),7,WARNING,Campo contem valores nulos
carga,coercao,MTBF (META),0,INFO,Coercao numerica; amostra: []
carga,dtype,MTBF (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,MTBF (REAL),2,WARNING,Campo contem valores nulos
carga,coercao,MTBF (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,MTBS (META),Float64,INFO,Tipo estrutural observado
carga,nulos,MTBS (META),7,WARNING,Campo contem valores nulos
carga,coercao,MTBS (META),0,INFO,Coercao numerica; amostra: []
carga,dtype,MTBS (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,MTBS (REAL),2,WARNING,Campo contem valores nulos
carga,coercao,MTBS (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,MTTR (META),Float64,INFO,Tipo estrutural observado
carga,nulos,MTTR (META),7,WARNING,Campo contem valores nulos
carga,coercao,MTTR (META),0,INFO,Coercao numerica; amostra: []
carga,dtype,MTTR,Float64,INFO,Tipo estrutural observado
carga,nulos,MTTR,11,WARNING,Campo contem valores nulos
carga,coercao,MTTR,0,INFO,Coercao numerica; amostra: []
carga,dtype,NIC (META),Float64,INFO,Tipo estrutural observado
carga,nulos,NIC (META),7,WARNING,Campo contem valores nulos
carga,coercao,NIC (META),0,INFO,Coercao numerica; amostra: []
carga,dtype,NIC (VMINA),Float64,INFO,Tipo estrutural observado
carga,nulos,NIC (VMINA),11,WARNING,Campo contem valores nulos
carga,coercao,NIC (VMINA),0,INFO,Coercao numerica; amostra: []
carga,dtype,UF (META),Float64,INFO,Tipo estrutural observado
carga,nulos,UF (META),7,WARNING,Campo contem valores nulos
carga,coercao,UF (META),0,INFO,Coercao numerica; amostra: []
carga,impossiveis,UF (META),2,ERROR,Percentual acima de 100
carga,dtype,UF (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,UF (REAL),2,WARNING,Campo contem valores nulos
carga,coercao,UF (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,RO (META),Float64,INFO,Tipo estrutural observado
carga,nulos,RO (META),9,WARNING,Campo contem valores nulos
carga,coercao,RO (META),0,INFO,Coercao numerica; amostra: []
carga,dtype,RO (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,RO (REAL),2,WARNING,Campo contem valores nulos
carga,coercao,RO (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,HO (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,HO (REAL),2,WARNING,Campo contem valores nulos
carga,coercao,HO (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,HT (META),Float64,INFO,Tipo estrutural observado
carga,nulos,HT (META),7,WARNING,Campo contem valores nulos
carga,coercao,HT (META),0,INFO,Coercao numerica; amostra: []
carga,dtype,HT (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,HT (REAL),2,WARNING,Campo contem valores nulos
carga,coercao,HT (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,HM (META),Float64,INFO,Tipo estrutural observado
carga,coercao,HM (META),0,INFO,Coercao numerica; amostra: []
carga,dtype,HM (REAL),Float64,INFO,Tipo estrutural observado
carga,coercao,HM (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,HMC (META),Float64,INFO,Tipo estrutural observado
carga,coercao,HMC (META),0,INFO,Coercao numerica; amostra: []
carga,dtype,HMC (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,HMC (REAL),11,WARNING,Campo contem valores nulos
carga,coercao,HMC (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,MPS (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,MPS (REAL),13,WARNING,Campo contem valores nulos
carga,coercao,MPS (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,MPNS (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,MPNS (REAL),13,WARNING,Campo contem valores nulos
carga,coercao,MPNS (REAL),0,INFO,Coercao numerica; amostra: []
carga,dtype,HAC (REAL),Float64,INFO,Tipo estrutural observado
carga,nulos,HAC (REAL),197,WARNING,Campo contem valores nulos
carga,coercao,HAC (REAL),0,INFO,Coercao numerica; amostra: []
carga,cardinalidade,DF (REAL),231,INFO,Cardinalidade elevada
carga,cardinalidade,MTBF (REAL),239,INFO,Cardinalidade elevada
carga,cardinalidade,MTBS (REAL),239,INFO,Cardinalidade elevada
carga,cardinalidade,MTTR,230,INFO,Cardinalidade elevada
carga,cardinalidade,UF (META),233,INFO,Cardinalidade elevada
carga,cardinalidade,UF (REAL),239,INFO,Cardinalidade elevada
carga,cardinalidade,RO (REAL),239,INFO,Cardinalidade elevada
carga,cardinalidade,HO (REAL),239,INFO,Cardinalidade elevada
carga,cardinalidade,HT (REAL),239,INFO,Cardinalidade elevada
carga,cardinalidade,HM (META),237,INFO,Cardinalidade elevada
carga,cardinalidade,HM (REAL),241,INFO,Cardinalidade elevada
carga,cardinalidade,HMC (META),237,INFO,Cardinalidade elevada
carga,cardinalidade,HMC (REAL),230,INFO,Cardinalidade elevada
perfuracao,dimensao,,271x26,INFO,Dimensao observada
perfuracao,dtype,ANO MÊS,period[M],INFO,Tipo estrutural observado
perfuracao,dtype,EQUIPAMENTO,object,INFO,Tipo estrutural observado
perfuracao,dtype,DF (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,DF (META),2,WARNING,Campo contem valores nulos
perfuracao,coercao,DF (META),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,DF (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,DF (REAL),1,WARNING,Campo contem valores nulos
perfuracao,coercao,DF (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,MTBF (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,MTBF (META),4,WARNING,Campo contem valores nulos
perfuracao,coercao,MTBF (META),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,MTBF (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,MTBF (REAL),2,WARNING,Campo contem valores nulos
perfuracao,coercao,MTBF (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,MTBS (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,MTBS (META),4,WARNING,Campo contem valores nulos
perfuracao,coercao,MTBS (META),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,MTBS (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,MTBS (REAL),2,WARNING,Campo contem valores nulos
perfuracao,coercao,MTBS (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,MTTR (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,MTTR (META),4,WARNING,Campo contem valores nulos
perfuracao,coercao,MTTR (META),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,MTTR,Float64,INFO,Tipo estrutural observado
perfuracao,nulos,MTTR,2,WARNING,Campo contem valores nulos
perfuracao,coercao,MTTR,0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,NIC (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,NIC (META),4,WARNING,Campo contem valores nulos
perfuracao,coercao,NIC (META),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,NIC (VMINA),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,NIC (VMINA),2,WARNING,Campo contem valores nulos
perfuracao,coercao,NIC (VMINA),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,UF (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,UF (META),4,WARNING,Campo contem valores nulos
perfuracao,coercao,UF (META),0,INFO,Coercao numerica; amostra: []
perfuracao,impossiveis,UF (META),1,ERROR,Percentual acima de 100
perfuracao,dtype,UF (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,UF (REAL),2,WARNING,Campo contem valores nulos
perfuracao,coercao,UF (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,RO (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,RO (META),5,WARNING,Campo contem valores nulos
perfuracao,coercao,RO (META),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,RO (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,RO (REAL),2,WARNING,Campo contem valores nulos
perfuracao,coercao,RO (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,HO (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,HO (REAL),2,WARNING,Campo contem valores nulos
perfuracao,coercao,HO (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,HT (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,HT (META),4,WARNING,Campo contem valores nulos
perfuracao,coercao,HT (META),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,HT (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,HT (REAL),2,WARNING,Campo contem valores nulos
perfuracao,coercao,HT (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,HM (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,HM (META),1,WARNING,Campo contem valores nulos
perfuracao,coercao,HM (META),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,HM (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,HM (REAL),1,WARNING,Campo contem valores nulos
perfuracao,coercao,HM (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,HMC (META),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,HMC (META),1,WARNING,Campo contem valores nulos
perfuracao,coercao,HMC (META),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,HMC (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,HMC (REAL),2,WARNING,Campo contem valores nulos
perfuracao,coercao,HMC (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,MPS (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,MPS (REAL),5,WARNING,Campo contem valores nulos
perfuracao,coercao,MPS (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,MPNS (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,MPNS (REAL),58,WARNING,Campo contem valores nulos
perfuracao,coercao,MPNS (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,dtype,HAC (REAL),Float64,INFO,Tipo estrutural observado
perfuracao,nulos,HAC (REAL),193,WARNING,Campo contem valores nulos
perfuracao,coercao,HAC (REAL),0,INFO,Coercao numerica; amostra: []
perfuracao,cardinalidade,DF (REAL),262,INFO,Cardinalidade elevada
perfuracao,cardinalidade,MTBF (REAL),269,INFO,Cardinalidade elevada
perfuracao,cardinalidade,MTBS (REAL),269,INFO,Cardinalidade elevada
perfuracao,cardinalidade,MTTR,269,INFO,Cardinalidade elevada
perfuracao,cardinalidade,UF (REAL),269,INFO,Cardinalidade elevada
perfuracao,cardinalidade,RO (REAL),269,INFO,Cardinalidade elevada
perfuracao,cardinalidade,HO (REAL),269,INFO,Cardinalidade elevada
perfuracao,cardinalidade,HT (REAL),269,INFO,Cardinalidade elevada
perfuracao,cardinalidade,HM (REAL),270,INFO,Cardinalidade elevada
perfuracao,cardinalidade,HMC (REAL),269,INFO,Cardinalidade elevada
perfuracao,cardinalidade,MPS (REAL),266,INFO,Cardinalidade elevada
infra,dimensao,,1293x26,INFO,Dimensao observada
infra,dtype,ANO MÊS,period[M],INFO,Tipo estrutural observado
infra,dtype,EQUIPAMENTO,object,INFO,Tipo estrutural observado
infra,dtype,DF (META),Float64,INFO,Tipo estrutural observado
infra,nulos,DF (META),30,WARNING,Campo contem valores nulos
infra,coercao,DF (META),0,INFO,Coercao numerica; amostra: []
infra,dtype,DF (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,DF (REAL),1,WARNING,Campo contem valores nulos
infra,coercao,DF (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,MTBF (META),Float64,INFO,Tipo estrutural observado
infra,nulos,MTBF (META),57,WARNING,Campo contem valores nulos
infra,coercao,MTBF (META),0,INFO,Coercao numerica; amostra: []
infra,dtype,MTBF (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,MTBF (REAL),74,WARNING,Campo contem valores nulos
infra,coercao,MTBF (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,MTBS (META),Float64,INFO,Tipo estrutural observado
infra,nulos,MTBS (META),57,WARNING,Campo contem valores nulos
infra,coercao,MTBS (META),0,INFO,Coercao numerica; amostra: []
infra,dtype,MTBS (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,MTBS (REAL),74,WARNING,Campo contem valores nulos
infra,coercao,MTBS (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,MTTR (META),Float64,INFO,Tipo estrutural observado
infra,nulos,MTTR (META),57,WARNING,Campo contem valores nulos
infra,coercao,MTTR (META),0,INFO,Coercao numerica; amostra: []
infra,dtype,MTTR,Float64,INFO,Tipo estrutural observado
infra,nulos,MTTR,105,WARNING,Campo contem valores nulos
infra,coercao,MTTR,0,INFO,Coercao numerica; amostra: []
infra,dtype,NIC (META),Float64,INFO,Tipo estrutural observado
infra,nulos,NIC (META),57,WARNING,Campo contem valores nulos
infra,coercao,NIC (META),0,INFO,Coercao numerica; amostra: []
infra,dtype,NIC (VMINA),Float64,INFO,Tipo estrutural observado
infra,nulos,NIC (VMINA),105,WARNING,Campo contem valores nulos
infra,coercao,NIC (VMINA),0,INFO,Coercao numerica; amostra: []
infra,dtype,UF (META),Float64,INFO,Tipo estrutural observado
infra,nulos,UF (META),57,WARNING,Campo contem valores nulos
infra,coercao,UF (META),0,INFO,Coercao numerica; amostra: []
infra,negativos,UF (META),2,WARNING,Valores negativos encontrados
infra,impossiveis,UF (META),17,ERROR,Percentual acima de 100
infra,dtype,UF (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,UF (REAL),74,WARNING,Campo contem valores nulos
infra,coercao,UF (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,RO (META),Float64,INFO,Tipo estrutural observado
infra,nulos,RO (META),74,WARNING,Campo contem valores nulos
infra,coercao,RO (META),0,INFO,Coercao numerica; amostra: []
infra,dtype,RO (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,RO (REAL),74,WARNING,Campo contem valores nulos
infra,coercao,RO (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,HO (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,HO (REAL),36,WARNING,Campo contem valores nulos
infra,coercao,HO (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,HT (META),Float64,INFO,Tipo estrutural observado
infra,nulos,HT (META),57,WARNING,Campo contem valores nulos
infra,coercao,HT (META),0,INFO,Coercao numerica; amostra: []
infra,dtype,HT (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,HT (REAL),74,WARNING,Campo contem valores nulos
infra,coercao,HT (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,HM (META),Float64,INFO,Tipo estrutural observado
infra,nulos,HM (META),1,WARNING,Campo contem valores nulos
infra,coercao,HM (META),0,INFO,Coercao numerica; amostra: []
infra,dtype,HM (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,HM (REAL),25,WARNING,Campo contem valores nulos
infra,coercao,HM (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,HMC (META),Float64,INFO,Tipo estrutural observado
infra,nulos,HMC (META),1,WARNING,Campo contem valores nulos
infra,coercao,HMC (META),0,INFO,Coercao numerica; amostra: []
infra,dtype,HMC (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,HMC (REAL),105,WARNING,Campo contem valores nulos
infra,coercao,HMC (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,MPS (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,MPS (REAL),181,WARNING,Campo contem valores nulos
infra,coercao,MPS (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,MPNS (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,MPNS (REAL),574,WARNING,Campo contem valores nulos
infra,coercao,MPNS (REAL),0,INFO,Coercao numerica; amostra: []
infra,dtype,HAC (REAL),Float64,INFO,Tipo estrutural observado
infra,nulos,HAC (REAL),1228,WARNING,Campo contem valores nulos
infra,coercao,HAC (REAL),0,INFO,Coercao numerica; amostra: []
infra,cardinalidade,HO (REAL),1248,INFO,Cardinalidade elevada
infra,cardinalidade,HM (REAL),1239,INFO,Cardinalidade elevada
AMS_Contador,dimensao,,70786x157,INFO,Dimensao observada
AMS_Contador,dtype,PRIMARY_KEY_JOIN,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,PRIMARY_KEY_JOIN_WC,int64,INFO,Tipo estrutural observado
AMS_Contador,coercao,PRIMARY_KEY_JOIN_WC,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,PRIMARY_KEY_JOIN_FL,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,PRIMARY_KEY_JOIN_EQ,float64,INFO,Tipo estrutural observado
AMS_Contador,nulos,PRIMARY_KEY_JOIN_EQ,70786,WARNING,Campo contem valores nulos
AMS_Contador,constante,PRIMARY_KEY_JOIN_EQ,,INFO,Campo constante
AMS_Contador,dtype,PRIMARY_KEY_JOIN_FL_EQ,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,UPDATED_ON,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,YEAR,int64,INFO,Tipo estrutural observado
AMS_Contador,coercao,YEAR,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,CALMONTH,int64,INFO,Tipo estrutural observado
AMS_Contador,coercao,CALMONTH,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,CALWEEK,float64,INFO,Tipo estrutural observado
AMS_Contador,nulos,CALWEEK,44303,WARNING,Campo contem valores nulos
AMS_Contador,coercao,CALWEEK,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,BUKRS,int64,INFO,Tipo estrutural observado
AMS_Contador,constante,BUKRS,1001,INFO,Campo constante
AMS_Contador,coercao,BUKRS,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,DIRECT_EXEC_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,constante,DIRECT_EXEC_PM_0001,DIR. EXECUT. FERROSOS,INFO,Campo constante
AMS_Contador,dtype,DIRECTORIA_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,constante,DIRECTORIA_PM_0001,DIR. CORREDOR SUDESTE,INFO,Campo constante
AMS_Contador,dtype,GRCIA_AREA_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,GRCIA_GRAL_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,SUPERV_RESPONSAVEL_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,FASE_WC_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,EMPRESA_LD3_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,nulos,EMPRESA_LD3_PM_0001,56897,WARNING,Campo contem valores nulos
AMS_Contador,dtype,WC_ENG_RESP_PM_0001,float64,INFO,Tipo estrutural observado
AMS_Contador,nulos,WC_ENG_RESP_PM_0001,70786,WARNING,Campo contem valores nulos
AMS_Contador,constante,WC_ENG_RESP_PM_0001,,INFO,Campo constante
AMS_Contador,dtype,WERKS,int64,INFO,Tipo estrutural observado
AMS_Contador,coercao,WERKS,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,ARBPL,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,OBJID,int64,INFO,Tipo estrutural observado
AMS_Contador,coercao,OBJID,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,VERWE,int64,INFO,Tipo estrutural observado
AMS_Contador,constante,VERWE,5,INFO,Campo constante
AMS_Contador,coercao,VERWE,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,VERAN,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,LSTAR,object,INFO,Tipo estrutural observado
AMS_Contador,nulos,LSTAR,50424,WARNING,Campo contem valores nulos
AMS_Contador,dtype,NEGOCIO_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,CORREDOR,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,COMPLEXO_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,FASE_FL_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,nulos,FASE_FL_PM_0001,3283,WARNING,Campo contem valores nulos
AMS_Contador,dtype,FASEPROD_FL_PM_0001,object,INFO,Tipo estrutural observado
AMS_Contador,nulos,FASEPROD_FL_PM_0001,3828,WARNING,Campo contem valores nulos
AMS_Contador,dtype,EQART,int64,INFO,Tipo estrutural observado
AMS_Contador,coercao,EQART,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,RBNRX,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,IWERK,int64,INFO,Tipo estrutural observado
AMS_Contador,coercao,IWERK,0,INFO,Coercao numerica; amostra: []
AMS_Contador,dtype,TPLNR,object,INFO,Tipo estrutural observado
AMS_Contador,dtype,TPLNR_ID,object,INFO,Tipo estrutural observado
